Circles: 200
# ID : center_x center_y radius
76 : 0.867448 9.201083 0.040752
77 : 6.380405 5.479054 0.071687
78 : 8.718171 6.294955 0.094451
79 : 2.778029 0.324337 0.029055
80 : 4.359136 3.993547 0.096366
81 : 6.10237 2.53468 0.022945
82 : 7.762406 2.75501 0.047545
83 : 8.389138 6.242856 0.049409
84 : 5.388106 7.886246 0.053117
85 : 3.664626 1.360828 0.031538
86 : 9.906473 8.092048 0.044399
87 : 9.153581 4.244484 0.076329
88 : 9.790499 8.917722 0.021283
89 : 6.441306 9.031661 0.061048
90 : 7.104462 4.692241 0.039994
91 : 5.701533 5.667085 0.073581
92 : 7.313247 3.738502 0.044042
93 : 8.94733 7.770541 0.0959
94 : 7.255315 0.071877 0.084281
95 : 6.889188 6.592647 0.04092
96 : 9.891792 1.346896 0.078181
97 : 0.362557 3.488779 0.067301
98 : 3.749867 4.014036 0.051178
99 : 0.142969 2.877247 0.083185
100 : 4.181563 9.529565 0.047169
101 : 8.814214 0.494728 0.059157
102 : 3.440312 1.316736 0.023021
103 : 7.461349 2.89114 0.031102
104 : 4.407068 9.586388 0.087387
105 : 2.07267 5.361477 0.022654
106 : 6.532593 3.292508 0.077394
107 : 7.225579 0.304667 0.02435
108 : 8.726632 8.502432 0.023026
109 : 8.163909 0.816426 0.033327
110 : 8.462473 8.783549 0.060886
111 : 5.585343 2.861794 0.085334
112 : 9.067792 2.383475 0.092504
113 : 2.336388 7.665814 0.094637
114 : 3.741018 5.285158 0.081184
115 : 9.066316 7.576233 0.049888
116 : 0.146626 4.342656 0.076138
117 : 8.808113 7.965143 0.021239
118 : 3.248736 1.503969 0.077607
119 : 6.072082 3.485084 0.050388
120 : 1.463513 7.262328 0.083617
121 : 2.307902 8.915771 0.078885
122 : 0.778843 0.018714 0.056269
123 : 6.906174 2.069483 0.034447
124 : 1.193668 1.980972 0.053594
125 : 6.951632 6.082311 0.063258
126 : 9.652157 3.800384 0.04445
127 : 7.167104 7.512339 0.099056
128 : 5.750705 2.097712 0.070012
129 : 0.009944 7.128046 0.028529
130 : 8.740708 5.069157 0.078528
131 : 9.565259 3.31606 0.044153
132 : 1.51251 0.752511 0.07955
133 : 6.528997 2.86425 0.095543
134 : 5.416325 2.184572 0.068794
135 : 0.763482 1.845732 0.029794
136 : 5.89184 4.150648 0.099523
137 : 7.517936 3.940028 0.020339
138 : 2.420384 9.402032 0.099567
139 : 0.525255 7.968275 0.042356
140 : 7.204142 0.00868 0.067062
141 : 1.21721 7.645183 0.040752
142 : 8.028639 7.337237 0.075534
143 : 0.435954 7.075154 0.036888
144 : 0.374203 9.23371 0.02764
145 : 0.683021 9.531066 0.08907
146 : 7.404261 3.421157 0.095108
147 : 2.623122 6.815296 0.057449
148 : 5.725187 3.218077 0.069779
149 : 9.721329 6.367232 0.052523
150 : 6.411766 2.561388 0.093986
151 : 5.239933 7.556601 0.050312
152 : 2.720483 3.151642 0.097133
153 : 5.817086 7.762616 0.070308
154 : 0.123703 9.080003 0.080835
155 : 7.428517 1.081549 0.080717
156 : 7.981936 2.405933 0.072076
157 : 4.960196 6.010134 0.038612
158 : 1.66633 6.012571 0.046302
159 : 7.565024 5.36761 0.047326
160 : 8.09383 3.009054 0.045407
161 : 6.30574 0.573102 0.03696
162 : 0.303803 6.010413 0.076001
163 : 2.087276 0.842827 0.063096
164 : 0.17619 1.224909 0.076394
165 : 5.736803 8.443727 0.04986
166 : 2.241355 0.44801 0.097566
167 : 5.731046 1.695012 0.084517
168 : 2.364965 7.968686 0.09769
169 : 6.355169 1.324276 0.076879
170 : 4.918618 7.205284 0.093716
171 : 8.299466 9.121823 0.023859
172 : 8.066977 1.682296 0.05484
173 : 4.168324 7.022913 0.052759
174 : 2.374187 2.957094 0.099067
175 : 0.568513 5.000803 0.088068
176 : 2.51078 8.676242 0.032752
177 : 9.570954 9.029582 0.02147
178 : 7.472932 7.578884 0.086446
179 : 4.173299 0.643599 0.075692
180 : 2.327073 1.118628 0.02621
181 : 5.615652 2.261855 0.059989
182 : 1.373013 6.229063 0.034967
183 : 3.409987 1.650813 0.061658
184 : 7.243333 8.70057 0.023815
185 : 5.289909 7.495776 0.032092
186 : 2.871448 0.428389 0.099498
187 : 5.734841 5.480156 0.059873
188 : 8.409014 0.303366 0.089433
189 : 0.292518 6.357763 0.059346
190 : 1.005078 2.347989 0.041209
191 : 7.314311 1.621599 0.053763
192 : 1.996439 4.148984 0.035758
193 : 4.616891 6.079035 0.022687
194 : 5.590597 1.166014 0.077536
195 : 5.91364 0.543455 0.05083
196 : 9.129401 7.836546 0.090658
197 : 3.951396 1.107698 0.076585
198 : 7.244886 4.789537 0.08198
199 : 2.963286 3.951039 0.060915
Lines: 5
# ID : x1 y1 x2 y2
200 : 6.750297 2.245202 5.105011 9.924806
201 : 6.207988 7.654388 7.302812 8.355672
202 : 3.772419 3.04909 6.06124 1.255589
203 : 2.677867 6.917311 9.244617 4.285587
204 : 7.855071 0.190048 4.138519 6.093487
Boxes: 1000
# ID : center_x center_y width height
205 : 3.241912 6.821284 0.173702 0.076224
206 : 3.40146 8.344826 0.070266 0.16755
207 : 2.075964 0.733508 0.24803 0.287133
208 : 0.494874 7.344952 0.208373 0.132251
209 : 9.147472 1.55571 0.214215 0.04584
210 : 0.161272 0.498091 0.068399 0.103929
211 : 9.433407 7.272012 0.049296 0.073087
212 : 1.007758 7.38624 0.044304 0.142046
213 : 6.362777 9.186175 0.085264 0.053248
214 : 1.17856 8.05763 0.154023 0.085922
215 : 0.598609 0.82398 0.262875 0.043921
216 : 5.652037 3.791261 0.292646 0.089768
217 : 4.519673 2.138889 0.254102 0.277865
218 : 1.532366 4.471009 0.144624 0.069982
219 : 8.325001 8.293225 0.144489 0.227694
220 : 0.920028 2.918385 0.280985 0.120557
221 : 0.239238 0.869523 0.139828 0.193914
222 : 3.202891 0.989776 0.169291 0.199356
223 : 1.001083 5.197349 0.080003 0.18848
224 : 0.55719 4.685026 0.063204 0.27272
225 : 8.755726 7.489992 0.146025 0.12007
226 : 7.147436 6.948102 0.212387 0.095121
227 : 6.39963 8.580847 0.254284 0.094322
228 : 9.092248 3.416249 0.216219 0.24677
229 : 5.598296 0.560629 0.097214 0.289263
230 : 6.558567 9.832593 0.202542 0.138096
231 : 7.814608 0.116517 0.254293 0.253575
232 : 1.230904 7.811268 0.137526 0.103692
233 : 1.99948 5.265193 0.086555 0.152732
234 : 8.512664 2.338272 0.282317 0.103629
235 : 2.739986 0.943152 0.072143 0.119164
236 : 2.891961 5.182303 0.272091 0.215196
237 : 1.386424 1.622315 0.198872 0.293547
238 : 3.116604 0.758543 0.268459 0.205022
239 : 8.019583 5.133843 0.15127 0.256166
240 : 4.048071 5.933802 0.284029 0.261915
241 : 2.585056 7.037549 0.032439 0.249962
242 : 2.314306 6.542984 0.243929 0.217406
243 : 7.008408 0.322792 0.16964 0.124928
244 : 1.139826 7.0582 0.223749 0.162668
245 : 3.376182 3.496554 0.207575 0.221896
246 : 1.998104 2.136706 0.073824 0.291832
247 : 5.642803 8.598272 0.061256 0.204883
248 : 1.728697 4.204624 0.222099 0.245
249 : 3.629225 6.391472 0.069563 0.219952
250 : 1.37508 0.96249 0.207515 0.295407
251 : 0.936289 6.206825 0.249031 0.103098
252 : 2.090364 2.739012 0.153335 0.130746
253 : 2.730686 4.634436 0.056022 0.258722
254 : 4.938177 5.950673 0.109904 0.271958
255 : 4.529247 3.047162 0.128691 0.118
256 : 8.16868 1.008066 0.099283 0.232486
257 : 3.976282 9.366089 0.188074 0.245857
258 : 6.869816 1.002772 0.126953 0.076972
259 : 9.086162 1.130299 0.217074 0.295427
260 : 3.564136 2.427994 0.22709 0.15677
261 : 2.027928 3.386152 0.058518 0.082704
262 : 7.481503 1.622036 0.072277 0.213263
263 : 7.52413 8.051009 0.119304 0.036031
264 : 4.060455 4.070614 0.159808 0.116656
265 : 1.788468 8.77946 0.202241 0.213161
266 : 4.254117 8.948724 0.062557 0.19849
267 : 1.832095 2.026909 0.198773 0.253472
268 : 6.991439 5.123166 0.166335 0.185372
269 : 5.893422 0.747077 0.195272 0.263291
270 : 9.269844 8.272958 0.127548 0.072978
271 : 2.701868 0.294174 0.142954 0.076965
272 : 5.055504 7.854027 0.101055 0.041507
273 : 3.109196 6.257443 0.268999 0.099589
274 : 7.585958 7.197813 0.128585 0.227808
275 : 2.018602 6.639394 0.253807 0.189055
276 : 8.879836 3.408128 0.041158 0.186671
277 : 4.60875 9.256021 0.190566 0.275979
278 : 7.378187 5.189715 0.125604 0.083432
279 : 0.425345 8.780679 0.215623 0.208955
280 : 5.915828 7.327704 0.211426 0.147934
281 : 1.802592 6.158796 0.053909 0.102514
282 : 8.396949 7.524174 0.267281 0.106999
283 : 0.68866 4.316381 0.176251 0.261484
284 : 4.341885 4.05615 0.076114 0.167785
285 : 8.844415 8.082202 0.234516 0.233929
286 : 1.791771 4.293306 0.23486 0.066262
287 : 2.196874 2.861791 0.249432 0.088623
288 : 1.464491 3.706861 0.062575 0.233654
289 : 0.813464 1.896903 0.063814 0.266384
290 : 4.710783 4.135226 0.050024 0.161383
291 : 3.292166 1.437263 0.19418 0.271254
292 : 6.237541 4.358592 0.160952 0.172109
293 : 9.960503 6.172055 0.130774 0.298234
294 : 1.000332 2.583042 0.116161 0.134745
295 : 2.034059 6.434782 0.283315 0.134991
296 : 4.971019 7.921957 0.146865 0.197198
297 : 7.421427 1.932199 0.150541 0.152914
298 : 1.519018 0.138073 0.046233 0.152549
299 : 4.779083 2.047197 0.225545 0.114912
300 : 5.969189 4.151514 0.151326 0.12046
301 : 9.592702 4.549201 0.257503 0.197362
302 : 9.880184 6.254919 0.203553 0.126699
303 : 3.152255 9.946704 0.144844 0.256866
304 : 0.090165 5.400549 0.219535 0.08917
305 : 2.178512 4.245042 0.203327 0.10661
306 : 8.331362 5.200021 0.212238 0.030384
307 : 9.165079 7.483332 0.093945 0.147273
308 : 0.07601 7.499897 0.051102 0.176313
309 : 7.350392 8.043908 0.137076 0.09977
310 : 0.296006 4.976955 0.237628 0.155391
311 : 3.49009 7.948644 0.107262 0.135712
312 : 3.795139 4.904299 0.2069 0.22413
313 : 2.467025 3.282802 0.139644 0.059663
314 : 4.426086 9.232761 0.165552 0.257637
315 : 9.539024 2.378651 0.245493 0.038861
316 : 6.079447 7.270931 0.098581 0.046148
317 : 1.660397 6.290383 0.096637 0.045081
318 : 7.943665 9.174722 0.287966 0.272387
319 : 1.149151 3.775923 0.082319 0.237332
320 : 0.38586 5.144011 0.175552 0.126029
321 : 6.325385 0.742029 0.064375 0.246481
322 : 5.290331 4.597737 0.142372 0.282856
323 : 7.904102 4.23919 0.24759 0.182461
324 : 3.982813 9.139526 0.246671 0.132717
325 : 9.485188 7.551439 0.219924 0.144242
326 : 3.491429 0.448203 0.109823 0.254632
327 : 9.540398 5.469101 0.277835 0.109231
328 : 9.909666 1.762158 0.207818 0.251699
329 : 3.389162 1.648379 0.14628 0.086103
330 : 2.842832 9.473971 0.273941 0.272396
331 : 6.817555 2.649741 0.14352 0.14367
332 : 7.7129 0.713893 0.256665 0.162438
333 : 0.33324 0.765772 0.038716 0.184267
334 : 8.56156 4.140229 0.160149 0.173749
335 : 1.268507 9.804516 0.151831 0.2318
336 : 6.549534 8.011908 0.195725 0.058198
337 : 2.778977 6.257181 0.150033 0.249186
338 : 9.345616 1.760042 0.057656 0.178336
339 : 6.370119 2.592444 0.062552 0.114711
340 : 1.04523 7.184818 0.171293 0.085353
341 : 6.242836 3.344175 0.179989 0.167929
342 : 8.200969 3.678415 0.114028 0.18686
343 : 2.465183 2.338512 0.121185 0.056877
344 : 0.601981 7.49112 0.117522 0.059029
345 : 0.278234 6.284434 0.096814 0.047256
346 : 1.656746 4.937205 0.289223 0.065433
347 : 6.550978 2.298149 0.164852 0.099872
348 : 3.762852 2.254612 0.118169 0.129304
349 : 4.814471 6.815886 0.153943 0.091982
350 : 2.896774 6.086926 0.109892 0.071607
351 : 9.606174 0.973029 0.130052 0.047778
352 : 6.395347 6.596094 0.045175 0.197352
353 : 3.600853 9.541358 0.073463 0.160169
354 : 8.014662 2.422737 0.271557 0.161603
355 : 0.20487 3.249348 0.078546 0.269049
356 : 3.752365 6.003602 0.098739 0.258995
357 : 5.046035 8.714278 0.053503 0.043009
358 : 7.643192 9.133024 0.265938 0.225227
359 : 4.994748 6.733777 0.15395 0.208686
360 : 8.58641 1.794267 0.198854 0.252234
361 : 6.385599 2.773672 0.22201 0.096891
362 : 8.587917 7.123451 0.133572 0.076969
363 : 7.086055 5.333161 0.149678 0.224479
364 : 9.568943 5.218336 0.153592 0.13876
365 : 1.038452 3.269665 0.118163 0.297407
366 : 5.977651 6.37347 0.27058 0.208364
367 : 8.587535 0.702541 0.235304 0.246571
368 : 1.344823 2.436243 0.190295 0.05319
369 : 5.377929 6.86106 0.133459 0.063851
370 : 1.45848 2.680408 0.289588 0.270552
371 : 9.345034 1.995785 0.11544 0.157923
372 : 9.87903 6.859376 0.17945 0.294703
373 : 2.635818 0.195932 0.111787 0.057627
374 : 7.18288 2.668712 0.112197 0.187625
375 : 8.942761 0.995346 0.267007 0.100459
376 : 9.421233 2.661919 0.269586 0.241844
377 : 8.726794 1.216852 0.073993 0.158461
378 : 4.441681 1.326833 0.032081 0.17223
379 : 5.760455 5.957779 0.09477 0.251193
380 : 8.248116 6.094467 0.292119 0.149752
381 : 3.583868 4.070548 0.129979 0.174053
382 : 0.541187 5.726838 0.055814 0.259635
383 : 3.436092 0.405291 0.07658 0.164762
384 : 6.678837 1.211827 0.22393 0.248095
385 : 0.347037 2.643875 0.181264 0.27512
386 : 2.940162 5.296829 0.132628 0.132717
387 : 9.326938 7.857363 0.264755 0.038789
388 : 0.937889 3.093456 0.076285 0.075229
389 : 4.167072 5.978745 0.158711 0.039057
390 : 7.790368 2.714083 0.180973 0.237175
391 : 2.748616 5.991054 0.07434 0.044251
392 : 1.276428 2.929727 0.298033 0.179896
393 : 7.323029 8.149859 0.156208 0.083152
394 : 6.205904 2.640073 0.076111 0.11804
395 : 3.533708 1.033304 0.212172 0.268074
396 : 6.609718 9.520202 0.193199 0.250755
397 : 6.142241 2.637729 0.092612 0.154715
398 : 2.843952 8.303355 0.151067 0.091188
399 : 8.583449 2.018559 0.189874 0.256306
400 : 1.546566 3.143731 0.210533 0.265395
401 : 8.988634 1.98233 0.219481 0.260222
402 : 8.959703 5.731886 0.186858 0.062509
403 : 6.339331 5.135605 0.141056 0.043212
404 : 4.407834 2.472114 0.267997 0.258296
405 : 9.871182 4.949836 0.080893 0.297324
406 : 3.987314 4.792969 0.176426 0.233559
407 : 1.812423 1.396539 0.074001 0.031969
408 : 5.699742 5.569295 0.114811 0.124007
409 : 7.512665 5.367989 0.29444 0.266531
410 : 6.234537 3.860353 0.05562 0.244131
411 : 2.541291 1.470756 0.272872 0.111446
412 : 8.610389 4.797735 0.17917 0.18538
413 : 1.388238 2.112754 0.27467 0.092411
414 : 9.819559 7.328088 0.115522 0.184462
415 : 9.915442 8.829485 0.223241 0.267063
416 : 7.515356 0.587107 0.232797 0.236143
417 : 0.380263 1.077 0.060944 0.079785
418 : 0.313765 3.451435 0.253087 0.23209
419 : 7.330759 8.064849 0.189821 0.18809
420 : 7.868288 2.312582 0.234259 0.230456
421 : 0.231071 3.61645 0.075285 0.27511
422 : 6.590315 3.427797 0.056431 0.10037
423 : 3.956537 7.511127 0.286924 0.036106
424 : 0.591977 9.359263 0.060745 0.256687
425 : 8.743157 6.242589 0.278511 0.121276
426 : 7.44909 6.867682 0.168712 0.189089
427 : 9.6781 9.818608 0.065985 0.034919
428 : 2.231483 4.535321 0.168582 0.163402
429 : 0.404842 4.172962 0.164237 0.035699
430 : 7.594025 2.781521 0.273853 0.130001
431 : 8.558038 4.949633 0.258818 0.163392
432 : 4.080274 7.170985 0.10438 0.04223
433 : 3.0618 9.673458 0.078783 0.201109
434 : 2.339518 0.273494 0.208494 0.283152
435 : 2.674428 9.102747 0.296569 0.149603
436 : 0.533033 8.692199 0.294201 0.042334
437 : 7.748699 2.376908 0.264793 0.147187
438 : 6.748539 2.688292 0.087377 0.191382
439 : 7.292768 9.560922 0.041311 0.046172
440 : 6.859989 5.828736 0.126236 0.164454
441 : 5.195443 9.81049 0.162393 0.087886
442 : 2.698926 0.84913 0.065706 0.197809
443 : 8.184544 7.639866 0.117271 0.146157
444 : 5.544201 1.389469 0.105829 0.092837
445 : 4.801326 5.882412 0.1839 0.032199
446 : 8.622159 2.61814 0.112977 0.074911
447 : 6.333753 1.392998 0.086963 0.262665
448 : 9.444183 8.383511 0.074882 0.243887
449 : 0.854123 5.25297 0.209897 0.098908
450 : 3.760123 6.379957 0.244473 0.173143
451 : 4.133695 5.015432 0.14804 0.243988
452 : 3.415615 6.239294 0.132999 0.163345
453 : 4.570479 6.048524 0.233882 0.100512
454 : 2.227103 0.923857 0.225984 0.197145
455 : 4.483526 4.627775 0.273475 0.267064
456 : 7.97899 2.885677 0.288398 0.247856
457 : 1.511407 2.219198 0.247866 0.240322
458 : 1.832847 4.65859 0.21699 0.238189
459 : 3.717863 6.116677 0.110637 0.172955
460 : 6.757801 8.353133 0.059924 0.223278
461 : 2.100198 8.03193 0.101646 0.249675
462 : 3.516909 8.688581 0.272434 0.050672
463 : 7.758436 6.041942 0.216886 0.106626
464 : 8.307322 1.157055 0.208998 0.110767
465 : 6.251919 5.999777 0.252988 0.193173
466 : 2.032674 3.146638 0.17957 0.156679
467 : 5.638468 5.730313 0.283084 0.036277
468 : 7.569914 7.546991 0.09165 0.185806
469 : 6.162293 9.654182 0.241386 0.140636
470 : 8.883795 9.939937 0.044027 0.071431
471 : 0.207228 2.885917 0.127488 0.150201
472 : 2.75899 0.349804 0.277197 0.177681
473 : 8.615968 8.568674 0.129767 0.108792
474 : 6.665367 4.818757 0.268856 0.11496
475 : 6.326892 6.077942 0.083401 0.066371
476 : 0.4299 5.337049 0.294272 0.152819
477 : 2.708784 6.528984 0.101179 0.23917
478 : 4.63329 1.706229 0.207921 0.097024
479 : 1.436062 5.895043 0.245664 0.206758
480 : 8.524836 6.919017 0.243826 0.109834
481 : 5.082955 9.2354 0.282837 0.199481
482 : 9.070368 5.680124 0.187618 0.146628
483 : 8.993134 7.602118 0.267699 0.115286
484 : 9.091371 8.677865 0.269774 0.158356
485 : 9.429362 9.282151 0.168199 0.207995
486 : 8.889702 9.220014 0.050779 0.1487
487 : 8.485221 1.105679 0.114936 0.055199
488 : 5.717822 9.425656 0.218706 0.188714
489 : 6.703053 8.202673 0.092799 0.06783
490 : 8.418887 6.235073 0.107733 0.224499
491 : 2.167754 3.434311 0.042666 0.149448
492 : 4.409566 1.578224 0.170887 0.287486
493 : 0.538802 5.650427 0.211432 0.242967
494 : 8.292053 4.540347 0.289452 0.140575
495 : 0.911817 4.899424 0.154667 0.106259
496 : 0.124752 6.705691 0.098626 0.262702
497 : 2.457152 7.357278 0.131949 0.060123
498 : 0.9497 1.602816 0.260422 0.125046
499 : 4.083701 4.758898 0.105389 0.245425
500 : 7.876018 2.232112 0.167754 0.288173
501 : 7.910531 2.293957 0.152334 0.044245
502 : 7.029214 0.002858 0.246834 0.173049
503 : 5.19863 3.378622 0.151555 0.182929
504 : 5.632385 3.499304 0.105611 0.202367
505 : 5.25968 9.440364 0.143049 0.060149
506 : 7.261966 1.86851 0.139054 0.144228
507 : 4.853622 4.822186 0.204809 0.174237
508 : 4.995811 4.594334 0.218381 0.125142
509 : 4.052473 9.906766 0.11135 0.266238
510 : 3.555965 5.101432 0.293771 0.099349
511 : 8.690614 3.139814 0.052935 0.206497
512 : 5.897266 5.342563 0.096508 0.031607
513 : 0.239184 9.960647 0.261778 0.23587
514 : 0.163071 0.730495 0.230573 0.110491
515 : 4.441513 8.50574 0.191081 0.293881
516 : 0.733901 4.679382 0.202006 0.043229
517 : 4.672274 6.912019 0.038285 0.226463
518 : 4.758393 4.301888 0.079679 0.152967
519 : 4.809497 3.219853 0.193832 0.097487
520 : 9.483156 3.410938 0.236098 0.096703
521 : 1.539947 1.894475 0.041757 0.257153
522 : 8.717886 1.515704 0.149899 0.160463
523 : 1.034777 1.490733 0.158045 0.184662
524 : 4.017788 6.959182 0.110213 0.056717
525 : 0.960639 5.456752 0.074229 0.070691
526 : 9.522794 9.593289 0.14917 0.064694
527 : 6.258802 1.679463 0.21188 0.218069
528 : 9.556602 7.81869 0.265509 0.296582
529 : 2.090967 2.873847 0.050037 0.094783
530 : 6.305521 6.896195 0.147496 0.282919
531 : 7.591934 7.624375 0.107543 0.267915
532 : 7.95442 9.931764 0.115198 0.13633
533 : 8.731042 2.614471 0.06805 0.176626
534 : 2.000179 7.003573 0.274247 0.27808
535 : 4.913029 3.279305 0.172579 0.100055
536 : 7.985581 3.657446 0.048922 0.270119
537 : 9.537607 8.556669 0.08255 0.064896
538 : 2.221397 5.026023 0.094236 0.184569
539 : 6.446546 7.097334 0.16188 0.113702
540 : 3.196201 8.544572 0.262701 0.081784
541 : 4.403675 2.569175 0.033282 0.11875
542 : 5.314878 7.160096 0.293013 0.045156
543 : 4.418367 9.49903 0.035148 0.147819
544 : 0.213696 1.59536 0.116903 0.184385
545 : 1.888927 7.192544 0.16763 0.09063
546 : 1.362976 7.540205 0.252038 0.146097
547 : 7.985846 8.12106 0.047484 0.118471
548 : 1.467347 1.695183 0.055354 0.090707
549 : 9.135369 8.145164 0.186018 0.258545
550 : 5.186027 1.563182 0.094699 0.134609
551 : 7.107465 5.172793 0.276377 0.174882
552 : 6.536999 7.344987 0.224471 0.147066
553 : 1.160916 1.52276 0.111835 0.054232
554 : 4.020135 6.412222 0.036004 0.236359
555 : 4.62167 6.411237 0.128678 0.173078
556 : 3.715115 9.946968 0.264626 0.046137
557 : 4.967051 1.227829 0.195465 0.278569
558 : 9.419213 8.709798 0.180853 0.124648
559 : 6.483987 6.370528 0.285312 0.224807
560 : 3.892904 8.037925 0.12171 0.247628
561 : 9.237641 7.022235 0.103066 0.098337
562 : 8.760396 5.970945 0.129026 0.088364
563 : 0.594332 8.940734 0.216985 0.152379
564 : 8.852853 9.90744 0.147207 0.277721
565 : 1.811416 4.475381 0.23855 0.258797
566 : 2.009015 5.508303 0.247436 0.292666
567 : 4.474266 8.987822 0.254762 0.041441
568 : 1.67898 8.614483 0.127899 0.033604
569 : 3.644286 9.521924 0.1644 0.071593
570 : 1.013917 0.896939 0.160859 0.219664
571 : 2.556082 0.063792 0.088311 0.240064
572 : 1.248742 7.598621 0.030511 0.255797
573 : 4.399779 7.085474 0.18001 0.251938
574 : 2.142067 1.718635 0.167475 0.176739
575 : 2.600447 5.71361 0.263516 0.285722
576 : 2.263622 4.686517 0.199979 0.273266
577 : 8.58928 0.027007 0.13561 0.043251
578 : 8.351124 7.342758 0.292789 0.067543
579 : 0.008269 8.978161 0.190643 0.232982
580 : 2.274654 0.116449 0.223425 0.117492
581 : 2.405438 8.199997 0.228299 0.223628
582 : 9.721944 6.707352 0.042843 0.1544
583 : 6.529184 5.994641 0.082038 0.095694
584 : 3.064339 2.33891 0.031588 0.266286
585 : 3.533698 0.868246 0.100609 0.113735
586 : 3.678435 3.459165 0.251269 0.19214
587 : 8.885362 6.276531 0.290436 0.207127
588 : 8.352665 3.244205 0.174671 0.158529
589 : 7.206371 7.478049 0.126295 0.087932
590 : 1.843777 8.36453 0.101548 0.224425
591 : 6.082961 6.322609 0.140427 0.272654
592 : 7.808788 2.30545 0.237898 0.098519
593 : 1.582674 0.001969 0.113338 0.206105
594 : 1.948005 0.124717 0.195174 0.231877
595 : 4.878616 4.899738 0.297283 0.272812
596 : 5.712755 4.266227 0.096904 0.201802
597 : 3.339081 9.94334 0.238255 0.156848
598 : 0.336818 0.906489 0.174609 0.20775
599 : 5.875809 4.716381 0.25202 0.126162
600 : 8.932869 4.726636 0.045148 0.281998
601 : 4.136561 3.188613 0.057728 0.030779
602 : 5.053635 6.449703 0.034234 0.187739
603 : 9.830336 8.457586 0.209604 0.298353
604 : 4.657111 2.060861 0.216199 0.175396
605 : 6.301551 0.162623 0.116435 0.141518
606 : 7.993054 9.255099 0.041889 0.047818
607 : 1.441216 2.510332 0.061268 0.131625
608 : 9.986348 0.539854 0.119643 0.054283
609 : 5.579656 7.281398 0.258418 0.190755
610 : 7.195845 0.571737 0.278072 0.033115
611 : 9.299796 1.662133 0.177886 0.201217
612 : 9.486635 1.880647 0.246896 0.139292
613 : 2.464529 1.337768 0.13428 0.088174
614 : 1.976549 9.862213 0.14365 0.169391
615 : 8.032205 7.25639 0.249782 0.033213
616 : 0.004168 0.046709 0.166142 0.182229
617 : 9.959227 4.72389 0.149447 0.125827
618 : 0.313796 3.968914 0.179608 0.248935
619 : 3.277482 4.634587 0.124519 0.20402
620 : 4.403367 7.390936 0.285405 0.153705
