Circles: 10
# ID : center_x center_y radius
0 : 6.611384 7.525926 0.173521
1 : 1.148962 0.601313 0.143971
2 : 1.492124 8.132848 0.181542
3 : 8.976073 0.848958 0.176454
4 : 7.740929 1.793781 0.171052
5 : 4.427329 0.124393 0.060151
6 : 3.721998 5.614679 0.138718
7 : 5.44361 0.756278 0.06149
8 : 4.303707 2.409544 0.15813
9 : 6.529831 6.875642 0.183713
Lines: 5
# ID : x1 y1 x2 y2
105 : 0.85991 2.504921 0.011473 0.064955
106 : 7.442929 3.297816 0.054765 0.014488
107 : 6.089797 1.220675 0.051219 0.06324
108 : 9.944042 9.513502 0.034002 0.075614
109 : 9.815899 5.813451 0.05673 0.068358
110 : 6.570534 0.964805 0.048285 0.023022
111 : 5.149948 5.180944 0.05287 0.023902
112 : 9.249119 9.933785 0.059862 0.063686
113 : 9.170166 2.984538 0.017943 0.018002
114 : 2.691242 1.704489 0.061394 0.055923
115 : 1.454647 8.246536 0.076693 0.015181
116 : 9.50092 1.95155 0.077901 0.011233
117 : 0.974231 3.893836 0.035888 0.06516
118 : 9.197893 8.978617 0.035263 0.049612
119 : 7.867168 3.481555 0.041452 0.04821
120 : 2.14865 2.366513 0.037853 0.04519
121 : 0.195058 8.345713 0.054814 0.067804
122 : 6.223704 1.791846 0.048924 0.053302
123 : 8.956794 6.826235 0.06973 0.02399
124 : 9.635464 3.239447 0.047666 0.056761
125 : 4.199126 4.71243 0.02264 0.07418
126 : 5.262913 3.766088 0.056504 0.060624
127 : 7.528196 6.387265 0.015364 0.068228
128 : 6.03335 2.514768 0.049911 0.046104
129 : 6.218392 2.518878 0.043515 0.013594
130 : 9.083483 6.106918 0.072802 0.070517
131 : 0.258209 9.719954 0.032902 0.061575
132 : 2.662022 0.608583 0.069208 0.072095
133 : 9.364598 0.798228 0.050739 0.036339
134 : 8.845915 3.297277 0.061351 0.040352
135 : 5.373303 9.106473 0.027384 0.011106
136 : 5.330328 6.81508 0.017323 0.030996
137 : 2.326184 6.168619 0.051845 0.015412
138 : 4.193354 7.694017 0.03342 0.017929
139 : 7.700043 4.622594 0.023538 0.049926
140 : 2.895245 0.386773 0.0134 0.02638
141 : 8.889465 5.246488 0.064034 0.052127
142 : 7.226742 9.851573 0.047641 0.051378
143 : 9.31242 3.847448 0.038412 0.06627
144 : 3.81679 8.786798 0.078038 0.068761
145 : 4.333729 6.981283 0.04103 0.032705
146 : 5.695343 1.630219 0.073667 0.045649
147 : 2.496828 4.186244 0.067459 0.066293
148 : 9.342453 8.61696 0.046701 0.072292
149 : 2.725325 4.530933 0.019808 0.065732
150 : 3.112868 7.972122 0.062146 0.032634
151 : 4.028238 2.593082 0.023551 0.056946
152 : 6.166173 4.86169 0.012984 0.036971
153 : 6.293451 4.02559 0.066696 0.055196
154 : 4.88929 4.301175 0.078882 0.048892
155 : 0.505295 2.491583 0.052201 0.048617
156 : 8.795792 0.872447 0.032484 0.037543
157 : 0.814657 1.936165 0.017897 0.017492
158 : 9.200571 3.991275 0.019513 0.021655
159 : 2.822413 6.298479 0.069829 0.068343
160 : 1.469894 4.508005 0.052333 0.028974
161 : 6.711534 0.746997 0.043489 0.06628
162 : 9.212654 7.070922 0.0169 0.057558
163 : 6.07008 9.834591 0.079849 0.067064
164 : 1.395606 5.955186 0.071751 0.041308
165 : 0.258081 7.573416 0.054818 0.062473
166 : 8.69034 8.538378 0.041656 0.051606
167 : 7.138702 0.172999 0.063195 0.014535
168 : 8.517548 4.431799 0.046702 0.019894
169 : 4.501277 2.964902 0.017714 0.015232
170 : 2.509843 2.936865 0.07926 0.04063
171 : 1.508775 7.975559 0.046555 0.062938
172 : 3.839564 1.550414 0.06461 0.06207
173 : 9.643698 1.640022 0.036893 0.013677
174 : 8.094044 6.606758 0.078472 0.013614
175 : 7.452245 9.891334 0.035565 0.02365
176 : 4.321881 7.852075 0.078741 0.062199
177 : 0.688266 7.684864 0.076519 0.020611
178 : 6.325602 4.392873 0.017144 0.02952
179 : 6.403871 9.858645 0.039702 0.043163
180 : 4.717227 2.426584 0.035207 0.021871
181 : 1.332055 7.854181 0.046561 0.028115
182 : 4.031375 5.316123 0.066589 0.079748
183 : 4.058387 9.305568 0.070839 0.039009
184 : 9.556459 5.400186 0.016407 0.029017
185 : 0.0272 7.142141 0.06582 0.042705
186 : 3.530715 0.720863 0.048871 0.076888
187 : 7.544637 2.713119 0.075788 0.066681
188 : 0.000675 1.349096 0.039834 0.015836
189 : 3.142804 1.098644 0.04434 0.079079
190 : 8.514578 4.511068 0.062607 0.011383
191 : 0.875299 1.158051 0.033542 0.046761
192 : 3.547357 0.433344 0.032518 0.044085
193 : 8.597048 0.586421 0.051845 0.016437
194 : 5.26537 5.069596 0.042828 0.074454
195 : 4.426419 4.827363 0.03445 0.047377
196 : 0.999328 5.710642 0.071362 0.077912
197 : 5.733653 5.513679 0.068868 0.032562
198 : 1.259806 3.558398 0.051969 0.059516
199 : 8.829868 3.600436 0.02768 0.078747
200 : 2.654218 9.449905 0.041804 0.022196
201 : 3.609751 9.084022 0.046107 0.036174
202 : 3.756394 3.72228 0.012504 0.022322
203 : 4.93702 6.495728 0.035864 0.010976
204 : 2.858309 9.593058 0.013715 0.07168
205 : 2.678195 2.416509 0.0399 0.012557
206 : 8.370268 9.089416 0.050676 0.023951
207 : 7.53522 4.440845 0.060999 0.076127
208 : 1.315294 6.145272 0.035094 0.079386
209 : 5.916811 3.84823 0.06044 0.055713
210 : 7.193066 3.864905 0.062169 0.067576
211 : 0.350492 0.721326 0.033299 0.07802
212 : 6.320131 2.446183 0.030954 0.077688
213 : 7.885992 9.868011 0.021587 0.076724
214 : 4.786748 0.875966 0.026504 0.055982
215 : 1.579762 1.059142 0.017038 0.067341
216 : 6.656011 7.584181 0.061304 0.011441
217 : 0.062503 0.482126 0.031694 0.066499
218 : 3.876718 5.997086 0.031133 0.078259
219 : 0.804045 3.578062 0.055429 0.03977
220 : 7.057117 8.966339 0.060801 0.038204
221 : 6.821108 2.373235 0.058706 0.03632
222 : 4.388616 9.468619 0.073584 0.046359
223 : 7.719545 2.396495 0.065253 0.031539
224 : 6.061793 0.554333 0.056691 0.039881
225 : 5.22586 1.023373 0.078832 0.047169
226 : 3.674572 8.532154 0.079387 0.060012
227 : 9.496434 6.568666 0.076942 0.064021
228 : 4.182056 7.812133 0.069654 0.068594
229 : 5.342841 7.134275 0.050303 0.067145
230 : 6.118882 0.054682 0.073252 0.06461
231 : 7.559463 1.902525 0.050196 0.079905
232 : 1.779081 1.013473 0.034123 0.067691
233 : 5.64577 8.457488 0.044989 0.070446
234 : 0.364637 8.460988 0.03684 0.035817
235 : 6.715037 9.625243 0.020197 0.025507
236 : 1.674122 6.964008 0.038574 0.053851
237 : 6.066964 7.453485 0.015013 0.061038
238 : 1.927656 8.111911 0.058184 0.076925
239 : 6.594554 4.658792 0.012235 0.055092
240 : 6.853726 0.573383 0.057906 0.027966
241 : 6.71473 4.460309 0.040861 0.066272
242 : 0.10606 2.55335 0.039096 0.077483
243 : 6.085714 2.583417 0.076405 0.072511
244 : 8.287073 0.841397 0.019554 0.066625
245 : 6.248964 6.334264 0.079848 0.04582
246 : 4.987498 4.879399 0.06642 0.033246
247 : 4.454399 5.082586 0.031219 0.057102
248 : 2.826081 7.93779 0.01305 0.027581
249 : 1.111403 9.354778 0.050287 0.073358
250 : 3.391881 7.344906 0.050801 0.030139
251 : 4.646605 5.492101 0.050197 0.028286
252 : 5.337759 1.711176 0.078168 0.026135
253 : 0.831967 2.86712 0.063818 0.053156
254 : 8.525084 1.078028 0.068908 0.074268
255 : 6.349561 7.073033 0.055259 0.053796
256 : 4.569559 0.583149 0.016927 0.01811
257 : 2.047415 0.896696 0.015382 0.032444
258 : 7.071112 4.172058 0.078416 0.049654
259 : 0.062801 5.503838 0.031039 0.042691
260 : 2.147365 0.767299 0.051939 0.048212
261 : 7.560976 7.323903 0.029877 0.041681
262 : 5.378091 9.571018 0.010744 0.060068
263 : 3.65316 8.664034 0.054956 0.070047
264 : 3.041897 5.16927 0.079486 0.053171
265 : 2.992022 6.920121 0.055319 0.020007
266 : 6.624762 2.381663 0.070222 0.027685
267 : 1.976043 1.362228 0.044746 0.044232
268 : 1.883426 4.742853 0.031956 0.054609
269 : 5.401118 6.599222 0.031902 0.048758
270 : 7.420015 8.190438 0.056843 0.013298
271 : 8.824821 8.757349 0.043404 0.02311
272 : 7.92858 5.642307 0.011827 0.056079
273 : 5.239538 0.916161 0.065454 0.039909
274 : 2.274209 2.62364 0.048614 0.02272
275 : 9.942138 7.502243 0.01139 0.063177
276 : 8.219308 1.914333 0.039337 0.061719
277 : 7.682893 6.39158 0.032961 0.075331
278 : 8.693243 7.341582 0.079785 0.039929
279 : 0.112343 8.14602 0.011091 0.070501
280 : 2.387113 0.20153 0.059854 0.014606
281 : 9.949236 6.812268 0.036561 0.035225
282 : 5.193431 5.997131 0.036474 0.0428
283 : 2.322959 1.965925 0.019068 0.029414
284 : 3.907198 8.276234 0.070598 0.056105
285 : 8.273664 5.469512 0.052555 0.041785
286 : 6.898033 5.23747 0.053039 0.050371
287 : 0.745494 9.514653 0.029431 0.033916
288 : 1.284471 8.112569 0.065593 0.078772
289 : 1.802709 8.122197 0.078393 0.01975
290 : 9.955544 2.841023 0.073555 0.044543
291 : 7.480181 9.405713 0.022765 0.064178
292 : 0.327145 8.332529 0.043693 0.059165
293 : 4.731917 9.328186 0.071731 0.045261
294 : 0.503897 8.999718 0.067804 0.065394
295 : 0.800306 0.749613 0.071247 0.033823
296 : 0.114563 5.465514 0.072236 0.078106
297 : 3.43568 3.479424 0.070725 0.077321
298 : 8.831093 4.172752 0.020082 0.054905
299 : 5.804491 6.082494 0.069297 0.029251
300 : 0.615864 0.82344 0.076903 0.034255
301 : 6.437849 0.921417 0.053832 0.013357
302 : 9.568219 3.055219 0.073491 0.028794
303 : 3.695427 9.050658 0.040903 0.058475
304 : 8.743871 8.243231 0.037909 0.068502
305 : 3.215377 0.838841 0.068768 0.025574
306 : 3.680357 5.755461 0.024222 0.058494
307 : 4.519757 3.558435 0.056369 0.016115
308 : 1.493294 7.792531 0.073438 0.041033
309 : 0.807347 9.075316 0.071865 0.058502
310 : 2.661594 3.412863 0.079896 0.011577
311 : 7.260305 3.944807 0.012553 0.010011
312 : 7.047932 4.595823 0.023955 0.043991
313 : 3.572496 2.94795 0.053355 0.05523
314 : 8.378571 8.648372 0.032259 0.030873
315 : 6.236165 1.213983 0.033875 0.037077
316 : 2.271371 4.931546 0.041423 0.05741
317 : 1.527726 6.493918 0.032944 0.06968
318 : 2.773598 5.855338 0.014637 0.037536
319 : 3.777277 4.6944 0.071531 0.054976
320 : 7.546104 7.359374 0.072952 0.062399
321 : 8.890619 4.639448 0.046431 0.013122
322 : 6.388635 3.789156 0.040416 0.06436
323 : 8.194348 2.411471 0.0771 0.064854
324 : 5.645137 7.81793 0.051666 0.016859
325 : 8.442794 8.040088 0.078379 0.072192
326 : 4.07569 0.126328 0.032395 0.012212
327 : 1.087114 1.124236 0.045184 0.064913
328 : 5.139134 3.423301 0.047919 0.030193
329 : 3.247861 6.803934 0.036037 0.046845
330 : 4.701796 3.07949 0.058948 0.043397
331 : 6.720429 0.247712 0.033031 0.058395
332 : 6.589679 2.738072 0.071429 0.020646
333 : 2.087348 2.052235 0.02345 0.037066
334 : 6.429796 5.570387 0.020499 0.067738
335 : 8.697205 3.914949 0.069789 0.025902
336 : 1.143022 0.769947 0.01345 0.03654
337 : 2.539562 2.425534 0.051691 0.013814
338 : 6.240794 9.02625 0.039348 0.036426
339 : 8.650996 7.291414 0.057505 0.075811
340 : 1.77954 8.735595 0.074056 0.072306
341 : 6.557936 9.235297 0.063539 0.056319
342 : 2.603477 6.638699 0.056346 0.062626
343 : 4.461029 6.512945 0.031467 0.022189
344 : 6.260881 6.638289 0.078099 0.043731
345 : 7.965878 2.514763 0.049312 0.071356
346 : 5.008274 4.059438 0.058788 0.076354
347 : 5.356274 2.90421 0.017385 0.022592
348 : 2.415523 7.693172 0.073911 0.078883
349 : 8.860968 6.282472 0.076549 0.043645
350 : 2.465692 0.880994 0.058111 0.039432
351 : 7.220975 2.930755 0.060354 0.011916
352 : 1.116696 8.311404 0.078394 0.032097
353 : 4.626859 3.612486 0.045416 0.042809
354 : 4.312004 1.85087 0.062953 0.015394
355 : 2.065104 8.195733 0.049767 0.021785
356 : 6.248466 7.976876 0.061459 0.023817
357 : 5.444124 9.384928 0.02745 0.057092
358 : 8.766491 8.415614 0.018556 0.038248
359 : 4.053168 1.592944 0.028252 0.034532
360 : 0.75995 2.484991 0.04673 0.07054
361 : 5.908547 4.947081 0.049115 0.039183
362 : 8.03571 6.178071 0.043931 0.065326
363 : 7.973868 6.797963 0.033534 0.053443
364 : 7.655289 2.437836 0.028951 0.017873
365 : 3.60671 7.983309 0.048346 0.079363
366 : 9.450027 6.599045 0.010997 0.033433
367 : 3.541172 6.473098 0.033586 0.010174
368 : 7.540165 7.558687 0.071946 0.022304
369 : 1.205851 6.743054 0.01353 0.041897
370 : 5.348838 7.916389 0.01518 0.057592
371 : 8.530194 6.962647 0.018527 0.031599
372 : 8.234756 1.544585 0.078856 0.024796
373 : 6.256293 9.516699 0.060095 0.05957
374 : 7.460395 6.863596 0.055268 0.064767
375 : 4.567723 9.725575 0.064212 0.032137
376 : 0.066771 2.216044 0.045405 0.059733
377 : 9.631385 4.682017 0.01465 0.046252
378 : 0.773503 0.266147 0.031877 0.064176
379 : 6.116089 3.110241 0.036695 0.050135
380 : 3.992155 6.14839 0.051947 0.045614
381 : 8.279773 8.140128 0.01791 0.015182
382 : 1.586177 8.879823 0.032275 0.030421
383 : 1.476967 3.379441 0.067861 0.042166
384 : 0.932264 8.553811 0.037317 0.072699
385 : 0.273986 4.874684 0.071678 0.071447
386 : 3.190544 3.471247 0.018715 0.04131
387 : 5.158093 2.067195 0.033371 0.036301
388 : 8.930011 6.695346 0.070802 0.054481
389 : 7.825433 2.048219 0.040905 0.02431
390 : 7.611096 9.684479 0.059268 0.019852
391 : 4.419154 2.722307 0.036647 0.010028
392 : 6.303592 4.464347 0.025965 0.019524
393 : 8.137253 2.813918 0.034644 0.0778
394 : 6.876895 9.969689 0.013991 0.024064
395 : 8.838502 8.697409 0.061443 0.042843
396 : 6.775013 7.647907 0.068649 0.047833
397 : 6.028131 4.80003 0.038717 0.013533
398 : 3.586348 5.75653 0.010006 0.036202
399 : 1.671357 0.501828 0.039527 0.042176
400 : 4.520784 0.816519 0.03262 0.018971
401 : 0.072201 3.483093 0.012405 0.034202
402 : 8.971807 9.165754 0.071855 0.04521
403 : 8.091969 1.716882 0.049463 0.076822
404 : 9.750632 8.874623 0.050524 0.06265
405 : 2.202729 1.267819 0.067659 0.073214
406 : 7.695751 2.481548 0.061658 0.01057
407 : 8.160716 7.150151 0.028084 0.077561
408 : 4.377435 1.559372 0.068514 0.029275
409 : 8.128095 8.890366 0.012659 0.031927
410 : 7.137316 6.881333 0.041954 0.020001
411 : 2.792437 2.494898 0.022297 0.039983
412 : 9.160641 2.896312 0.068163 0.075728
413 : 3.415751 8.518568 0.020954 0.079137
414 : 7.248399 3.851076 0.045245 0.033906
415 : 7.998597 2.416129 0.065095 0.034504
416 : 4.113564 6.665524 0.062173 0.068885
417 : 2.566295 1.720802 0.020592 0.011461
418 : 7.97624 6.65954 0.058203 0.048202
419 : 2.853206 3.842113 0.040754 0.014521
420 : 4.537253 7.609373 0.015064 0.066211
421 : 1.692898 2.538478 0.03939 0.054
422 : 3.753874 1.362056 0.024556 0.065677
423 : 1.097984 3.823234 0.059692 0.018079
424 : 7.578259 7.796468 0.04662 0.036719
425 : 1.564377 2.480676 0.029063 0.074859
426 : 6.073841 3.048098 0.075645 0.043484
427 : 3.924651 1.604092 0.07986 0.033571
428 : 3.78758 7.850394 0.021033 0.079587
429 : 9.533369 7.329274 0.031793 0.045248
430 : 0.303269 7.036697 0.050406 0.045174
431 : 2.601563 4.472635 0.021012 0.079076
432 : 0.764829 4.47787 0.076985 0.011753
433 : 9.429141 5.582157 0.075196 0.056342
434 : 7.453334 8.180855 0.049373 0.035085
435 : 8.401674 6.936855 0.064126 0.055438
436 : 6.433763 2.248627 0.028747 0.01949
437 : 5.639651 5.619857 0.03052 0.064726
438 : 8.082678 5.565789 0.03948 0.028242
439 : 9.010506 9.575154 0.077342 0.059716
440 : 7.68095 3.72228 0.012468 0.053825
441 : 3.793561 8.373142 0.061773 0.064711
442 : 2.279308 8.330992 0.072916 0.018827
443 : 3.401844 4.795868 0.039008 0.065253
444 : 3.620205 4.78429 0.076946 0.058925
445 : 8.315047 0.993391 0.051438 0.031311
446 : 8.480476 1.36155 0.035034 0.06186
447 : 6.139632 8.800905 0.057643 0.015296
448 : 5.484526 8.436179 0.058008 0.061613
449 : 1.897267 7.369079 0.024793 0.066352
450 : 2.145831 4.976047 0.026927 0.017084
451 : 8.156732 0.186718 0.067177 0.026003
452 : 4.224181 5.816332 0.045674 0.03031
453 : 3.358156 0.533495 0.055164 0.076515
454 : 3.133775 9.354501 0.01765 0.057105
455 : 9.077237 1.115314 0.045523 0.01092
456 : 8.286942 8.625674 0.021911 0.070665
457 : 7.810115 4.60168 0.013101 0.054211
458 : 1.597506 9.273943 0.060079 0.010334
459 : 2.485303 0.483449 0.047247 0.018438
460 : 9.404346 8.835664 0.017015 0.035946
461 : 7.405539 4.900549 0.034729 0.037117
462 : 7.515858 9.036534 0.059157 0.056878
463 : 3.649189 1.914183 0.021712 0.021774
464 : 9.450743 8.64414 0.024419 0.011139
465 : 4.440207 6.562166 0.012209 0.034997
466 : 7.494015 1.899126 0.070228 0.057565
467 : 3.779119 5.649335 0.068556 0.039061
468 : 5.134388 3.664459 0.069895 0.071754
469 : 1.407424 4.576777 0.023254 0.021886
470 : 7.217602 6.235753 0.040117 0.078315
471 : 3.696029 9.166867 0.062702 0.060767
472 : 0.731393 2.518965 0.053764 0.061012
473 : 0.171107 5.787097 0.036172 0.075381
474 : 0.894564 4.942539 0.074752 0.012576
475 : 4.395658 7.829306 0.060019 0.053928
476 : 0.432666 1.813395 0.064146 0.037036
477 : 4.411702 7.47465 0.05506 0.072351
478 : 5.233883 5.861541 0.044466 0.029071
479 : 9.202442 5.435357 0.024321 0.043068
480 : 6.043943 0.555903 0.031416 0.079718
481 : 3.031503 0.470699 0.017298 0.029896
482 : 1.063755 8.527727 0.048489 0.019701
483 : 0.976418 0.662823 0.010458 0.077817
484 : 8.79618 7.40903 0.035009 0.048499
485 : 5.40484 9.132852 0.050884 0.029137
486 : 7.012099 2.34943 0.05806 0.0282
487 : 9.376364 8.555553 0.032216 0.076446
488 : 7.071368 8.473587 0.049009 0.020235
489 : 3.348309 5.032864 0.061475 0.019325
490 : 9.773051 5.657875 0.023305 0.051095
491 : 9.187392 2.497433 0.040541 0.066768
492 : 9.198352 6.695495 0.018284 0.010438
493 : 1.483745 7.305316 0.013083 0.023444
494 : 9.548129 5.415632 0.013649 0.023374
495 : 9.932081 8.486633 0.043941 0.023751
496 : 5.911334 1.79604 0.052344 0.064963
497 : 6.071409 2.17191 0.033065 0.072007
498 : 9.32363 2.255157 0.026974 0.044875
499 : 4.835142 4.238278 0.029206 0.042274
500 : 0.152023 5.042371 0.059901 0.019317
501 : 9.757502 4.341588 0.073486 0.017636
502 : 3.616072 5.326359 0.010764 0.048777
503 : 2.605245 6.348771 0.036568 0.070633
504 : 9.15933 0.861247 0.044873 0.011128
505 : 8.555821 7.689306 0.039157 0.053611
506 : 0.426704 1.613407 0.055734 0.060057
507 : 6.397203 7.793803 0.013075 0.029612
508 : 8.516231 2.286148 0.033009 0.048371
509 : 8.914984 4.134575 0.078664 0.026524
510 : 3.329698 2.240982 0.039275 0.07459
511 : 0.554044 1.812893 0.075007 0.020156
512 : 3.578499 3.830241 0.044018 0.057914
513 : 1.511571 4.976976 0.066277 0.01306
514 : 6.379833 5.850037 0.021018 0.043755
515 : 5.278146 9.791201 0.015056 0.079452
516 : 3.504826 5.612143 0.03298 0.048044
517 : 2.557324 0.940398 0.046844 0.026163
518 : 6.716143 8.2214 0.059558 0.069257
519 : 5.666084 9.869151 0.015705 0.069546
520 : 9.732067 6.850429 0.046115 0.029197
521 : 1.975163 6.561155 0.033307 0.07452
522 : 1.926935 5.998804 0.023318 0.055748
523 : 0.025872 4.822432 0.014325 0.038545
524 : 7.565488 3.147177 0.042255 0.044273
525 : 0.413189 4.46517 0.052813 0.037038
526 : 7.225829 4.517132 0.0761 0.050147
527 : 2.349439 7.016169 0.015295 0.024775
528 : 3.811088 2.959951 0.065215 0.018882
529 : 6.253445 1.649685 0.053817 0.039808
530 : 8.215536 8.507515 0.050657 0.06114
531 : 6.495591 1.39191 0.036809 0.069053
532 : 7.205238 8.443379 0.065168 0.075306
533 : 9.684924 4.511075 0.063436 0.073343
534 : 5.627771 5.948046 0.071627 0.051401
535 : 4.861954 4.867863 0.039249 0.061981
536 : 7.14846 4.161967 0.011218 0.035549
537 : 3.605292 4.136519 0.027278 0.04923
538 : 1.671059 5.481995 0.051166 0.0754
539 : 6.326168 3.910443 0.029665 0.058053
540 : 6.242802 2.768389 0.06824 0.046574
541 : 5.310763 7.992758 0.039994 0.043161
542 : 8.387963 6.501935 0.066146 0.057233
543 : 7.139488 3.370606 0.0784 0.065319
544 : 0.235011 9.824247 0.052833 0.029248
545 : 4.073332 0.494064 0.036127 0.012105
546 : 4.338062 9.800014 0.07191 0.057116
547 : 4.944796 7.181929 0.056714 0.019621
548 : 9.904692 8.149142 0.028383 0.07126
549 : 4.704758 2.867486 0.036877 0.016444
550 : 1.640169 6.322216 0.062368 0.041729
551 : 2.006567 4.37455 0.031431 0.057824
552 : 5.697404 6.269103 0.043758 0.036602
553 : 1.288711 9.357651 0.038352 0.036248
554 : 0.270135 0.16548 0.018575 0.068895
555 : 8.034788 0.675599 0.043576 0.044171
556 : 3.792554 1.454097 0.07304 0.011613
557 : 2.424116 2.117155 0.031133 0.011468
558 : 3.656918 1.82573 0.045291 0.031716
559 : 9.307069 3.899064 0.021026 0.035386
560 : 2.437095 0.254893 0.037866 0.045635
561 : 8.931409 0.181967 0.068287 0.063914
562 : 8.52533 5.217003 0.025223 0.01739
563 : 3.471829 1.026538 0.031219 0.050613
564 : 2.175075 6.487376 0.033293 0.053626
565 : 5.395783 6.919987 0.039607 0.054743
566 : 9.018357 1.523827 0.016716 0.045223
567 : 9.580113 2.96143 0.029282 0.044774
568 : 3.487602 6.127344 0.025927 0.01764
569 : 2.604188 8.583774 0.062398 0.063879
570 : 3.811378 7.836718 0.022001 0.038401
571 : 0.323649 9.570662 0.038754 0.070896
572 : 2.397911 1.68392 0.021518 0.045841
